title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Extase,1933,87,NA,6.6,157,0,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,1,0
"Gay Falcon, The",1941,67,NA,6.2,60,0,0,4.5,4.5,24.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Jesus,1979,117,6000000,5.9,316,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,,0,0,0,1,0,0,0
Abuzer Kadayif,2000,104,NA,5.7,79,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
"Oreille d'un sourd, L'",1996,95,NA,5.9,7,0,14.5,0,0,24.5,24.5,14.5,14.5,0,0,,0,0,1,0,0,0,0
On the Front Page,1926,22,NA,5,19,0,0,24.5,14.5,14.5,14.5,24.5,4.5,4.5,0,,0,0,1,0,0,0,1
Playgirl,2002,14,NA,5.6,5,24.5,0,24.5,0,0,0,44.5,0,0,24.5,,0,0,1,0,0,0,1
"Nackte Mann auf dem Sportplatz, Der",1974,101,NA,9.1,13,0,0,0,0,0,4.5,4.5,14.5,14.5,45.5,,0,0,1,1,0,0,0
"Yakuza, The",1975,112,NA,6.9,550,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Spectre of Edgar Allan Poe, The",1974,89,NA,6.2,11,0,4.5,4.5,4.5,0,14.5,4.5,0,14.5,24.5,,0,0,0,0,0,0,0
"Bronx Morning, A",1932,11,NA,7.5,15,0,0,0,0,14.5,0,34.5,34.5,4.5,14.5,,0,0,0,0,0,0,1
Kid Millions,1934,90,NA,6.3,67,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Ena koritsi gia dio,1963,90,NA,7.5,9,0,0,0,14.5,0,0,44.5,34.5,14.5,0,,0,0,1,0,0,1,0
Sing,1989,98,NA,5,150,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Lepke,1975,110,NA,4.8,50,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Liliom,1934,118,NA,6.8,75,4.5,0,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
Leni Riefenstahl im Sudan,2000,60,NA,1.2,11,64.5,0,0,14.5,0,0,0,0,0,14.5,,0,0,0,0,0,0,0
How Stella Got Her Groove Back,1998,124,20000000,5,1475,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,1,0
"Signora della notte, La",1985,90,NA,4.5,23,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,34.5,,0,0,0,0,0,0,0
Married to the Mob,1988,99,NA,6,3578,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Rocketeer, The",1991,108,NA,6,5946,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
Wana,1996,106,NA,9.3,11,0,0,0,0,0,0,0,24.5,14.5,45.5,,0,0,0,0,0,0,0
"Lady in the Morgue, The",1938,67,NA,6.1,5,0,0,0,0,0,24.5,0,24.5,64.5,0,,0,0,0,0,0,0,0
S'il vous plait,1988,3,NA,5.3,7,0,0,0,14.5,45.5,24.5,0,0,0,0,,0,0,0,0,0,0,1
"Laser Man, The",1988,92,NA,4.5,9,24.5,0,14.5,0,24.5,24.5,0,14.5,0,14.5,,0,0,1,0,0,0,0
Baby Wants Spinach,1950,6,NA,5.5,11,0,0,4.5,0,14.5,14.5,14.5,24.5,0,4.5,,0,1,1,0,0,0,1
Angelus,2000,110,NA,8,28,4.5,0,0,4.5,4.5,4.5,14.5,14.5,34.5,14.5,,0,0,0,0,0,0,0
Jit,1990,92,NA,6.7,16,0,0,0,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
Heavenly Puss,1949,8,NA,8.4,45,0,0,0,4.5,4.5,0,14.5,24.5,4.5,44.5,,0,1,1,0,0,0,1
Chaplin,1992,143,NA,6.9,4187,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Chinese Series,2003,2,NA,8.4,5,0,0,0,0,0,0,24.5,44.5,24.5,24.5,,0,0,0,0,0,0,1
"Yard Sale, The",2002,19,NA,6.8,13,0,14.5,0,0,14.5,4.5,4.5,4.5,34.5,14.5,,0,0,0,0,0,0,1
Opera No. 1,1994,8,NA,7.9,18,14.5,4.5,0,4.5,0,0,4.5,14.5,4.5,45.5,,0,0,0,0,0,0,1
Hamlet,1976,65,NA,7.4,11,0,0,0,0,0,14.5,24.5,44.5,0,4.5,,0,0,0,0,0,0,0
Behind the Seams,2000,92,NA,4.7,7,44.5,0,0,14.5,0,0,14.5,0,14.5,14.5,,0,0,0,0,0,1,0
Osobennosti natsionalnoy politiki,2003,83,NA,4.2,22,4.5,4.5,4.5,14.5,24.5,4.5,14.5,4.5,0,4.5,,0,0,1,0,0,0,0
"Terrible toreador, El",1929,6,NA,5,5,44.5,0,0,0,0,44.5,0,0,0,24.5,,0,1,1,0,0,0,1
Lille Napoleon,1943,96,NA,6.9,10,0,0,0,0,0,24.5,74.5,0,14.5,0,,0,0,1,0,0,0,0
Dva kapitana II,1993,70,NA,7.1,28,4.5,4.5,0,0,0,14.5,0,4.5,14.5,45.5,,0,0,1,0,1,0,0
Azit Hakalba Hatzanhanit,1972,89,NA,7.3,6,14.5,0,0,0,14.5,0,0,0,34.5,34.5,,0,0,0,0,0,0,0
Mindwalk,1990,112,NA,7.2,554,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
Wu long tian shi zhao ji gui,1982,80,NA,4.8,37,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,1,0,0,0,0
Lucy Gallant,1955,104,NA,5.8,83,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Taxandria,1996,90,NA,6.5,89,0,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,14.5,,0,1,0,0,0,0,0
Cold Sweat,1993,93,NA,4.1,81,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
He Who Gets Slapped,1924,80,NA,8.2,247,0,0,4.5,0,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Final Edition,1932,66,NA,5.5,8,0,0,0,14.5,14.5,24.5,45.5,0,0,0,,0,0,0,1,0,0,0
"Indomitable Teddy Roosevelt, The",1986,93,NA,6.7,15,0,0,0,0,4.5,4.5,34.5,24.5,24.5,14.5,,0,0,0,1,1,0,0
Blue Mountain,1997,97,NA,8.4,5,0,0,0,0,0,0,24.5,44.5,24.5,24.5,,0,0,0,1,0,0,0
Below the Belt,1999,13,NA,7.1,14,14.5,4.5,0,0,4.5,4.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,1
"Clarence, the Cross-Eyed Lion",1965,92,NA,5.6,101,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Adieu blaireau,1985,94,NA,5.6,11,4.5,14.5,4.5,14.5,0,0,14.5,0,0,24.5,,0,0,0,0,0,0,0
You See Me Laughin',2002,86,NA,7.2,23,0,0,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,1,0,0
Road Hog,1999,1,NA,6.9,11,0,0,4.5,0,4.5,4.5,24.5,44.5,0,0,,0,1,1,0,0,0,1
Kraj rata,1984,93,NA,6.3,6,0,0,0,14.5,14.5,14.5,14.5,34.5,0,0,,0,0,0,0,0,0,0
Yuryeong,1999,110,NA,6.1,74,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,4.5,,1,0,0,0,0,0,0
"Bell, Bare and Beautiful",1963,64,NA,1,20,64.5,0,4.5,4.5,0,0,0,4.5,0,24.5,,0,0,1,0,0,0,0
Home of the Brave,2004,75,NA,6.9,23,0,4.5,0,0,4.5,14.5,4.5,14.5,4.5,44.5,,0,0,0,0,1,0,0
Hapkido,1972,97,NA,6.4,21,4.5,0,0,0,4.5,14.5,24.5,4.5,4.5,34.5,,1,0,0,1,0,0,0
Talk About a Stranger,1952,65,NA,6.8,55,0,0,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Dr. Devil and Mr. Hare,1964,7,NA,6.1,37,0,0,4.5,14.5,14.5,24.5,24.5,14.5,0,4.5,,0,1,1,0,0,0,1
Beat the Heat,1990,78,NA,5.1,6,45.5,0,0,14.5,0,0,14.5,0,0,14.5,,0,0,0,0,0,0,0
"Runner Stumbles, The",1979,109,NA,4.4,49,14.5,4.5,4.5,14.5,4.5,14.5,14.5,0,0,34.5,,0,0,0,1,0,0,0
October 22,1998,94,NA,5.9,78,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
Rawhead Rex,1986,89,NA,4.1,382,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Calling Dr. Gillespie,1942,84,NA,5.7,30,0,0,0,24.5,14.5,44.5,14.5,0,0,4.5,,0,0,0,1,0,0,0
Short Time,1990,97,NA,5.7,335,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Monster Mash: The Movie,1995,82,NA,3.3,46,24.5,14.5,4.5,4.5,0,0,4.5,4.5,14.5,24.5,PG,0,0,1,0,0,0,0
Mere Yaar Ki Shaadi Hai,2002,158,NA,7,54,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
Beiqing chengshi,1989,157,NA,8.2,283,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
Fado Lusitano,1994,6,NA,6.1,10,14.5,0,0,0,24.5,14.5,14.5,14.5,24.5,24.5,,0,1,0,0,0,0,1
Soltera y madre en la vida,1969,90,NA,2.2,9,44.5,14.5,0,24.5,14.5,0,0,0,0,14.5,,0,0,1,0,0,0,0
"Undercover Kid, The",1996,80,NA,4.8,23,0,4.5,14.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,PG,0,0,0,0,0,0,0
"Car Stopped..., A",1999,15,NA,4,12,0,0,4.5,14.5,4.5,4.5,4.5,0,4.5,44.5,,0,0,1,0,0,0,1
Aybolit-66,1966,99,NA,7.6,41,0,0,0,4.5,4.5,14.5,24.5,4.5,24.5,24.5,,0,0,1,0,0,0,0
Lac aux dames,1934,106,NA,6.5,8,0,0,0,14.5,0,14.5,64.5,0,0,14.5,,0,0,0,0,0,0,0
Color Adjustment,1991,86,NA,6.5,32,4.5,0,0,0,4.5,24.5,4.5,14.5,4.5,34.5,,0,0,0,0,1,0,0
Star 80,1983,100,NA,6.2,1152,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Recommendation for Mercy,1975,92,NA,6.2,5,24.5,0,0,0,0,0,44.5,44.5,0,0,,0,0,0,1,0,0,0
"Grande Mentecapto, O",1989,101,NA,9.1,12,0,0,0,0,0,4.5,24.5,14.5,4.5,44.5,,0,0,1,0,0,0,0
Mommie Dearest,1981,129,5000000,6.2,1696,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Tadon to chikuwa,1998,102,NA,7.3,6,14.5,0,0,0,0,14.5,0,14.5,14.5,34.5,,0,0,0,0,0,0,0
Farligt venskab,1995,88,NA,5.9,72,4.5,4.5,0,4.5,24.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Brevi amori a Palma di Majorca,1960,98,NA,5.5,6,0,0,0,14.5,45.5,0,34.5,0,0,0,,0,0,1,0,0,0,0
Steel Magnolias,1989,119,NA,6.8,6430,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,1,0,1,0
All Over Again,2001,99,NA,4.2,33,24.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Silence of Dean Maitland, The",1934,95,NA,5.2,11,0,4.5,0,4.5,24.5,24.5,4.5,4.5,4.5,0,,0,0,0,1,0,0,0
Timber,1941,8,NA,7.3,45,0,0,0,4.5,0,24.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
Blood Legacy,1971,90,NA,2.4,40,34.5,14.5,24.5,4.5,4.5,4.5,0,0,4.5,0,,0,0,0,0,0,0,0
"Oh, cielos",1994,90,NA,3.3,10,14.5,24.5,14.5,0,0,64.5,0,0,0,0,,0,0,1,0,0,0,0
"Trafico, El",2004,5,1000,9.2,5,0,0,0,0,0,0,0,44.5,0,64.5,,0,0,0,1,0,0,1
Adrenalin: Fear the Rush,1996,88,NA,3.5,664,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
"Flesh and the Fiends, The",1959,91,NA,7.1,145,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Shades,2004,4,NA,9.9,11,0,0,0,0,0,0,0,0,4.5,94.5,,0,0,0,1,0,0,1
Early to Bed,1941,8,NA,7.4,41,0,0,0,4.5,4.5,14.5,4.5,34.5,14.5,14.5,,0,1,1,0,0,0,1
Tiranga,1992,168,NA,9,10,0,0,0,0,0,0,14.5,0,74.5,24.5,,0,0,0,0,0,0,0
Gray's Anatomy,1996,80,350000,7,337,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
"Blues de la calle Pop (Aventuras de Felipe Malboro, volumen 8), Los",1983,90,NA,9,6,0,0,0,14.5,0,0,0,0,0,84.5,,0,0,0,0,0,0,0
Lucky: No Time for Love,2005,141,NA,6.7,50,14.5,0,0,4.5,14.5,4.5,4.5,4.5,4.5,44.5,,0,0,0,1,0,1,0
"Kindred, The",1987,91,NA,4.5,184,4.5,4.5,14.5,24.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Vsadnik bez golovy,1972,100,NA,6.6,13,0,4.5,0,0,4.5,14.5,14.5,4.5,24.5,24.5,,0,0,0,0,0,1,0
Camino largo a Tijuana,1991,92,NA,6.3,17,0,24.5,4.5,0,14.5,4.5,4.5,14.5,4.5,24.5,,1,0,0,1,0,0,0
Call of the Savage,1935,212,NA,4.6,7,0,14.5,14.5,14.5,24.5,14.5,0,14.5,0,0,,0,0,0,0,0,0,0
Overdrive,1997,92,NA,3.5,27,14.5,0,14.5,24.5,14.5,14.5,0,4.5,14.5,4.5,R,1,0,0,0,0,0,0
"Tsatsiki, morsan och polisen",1999,91,NA,6.6,362,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Can She Bake a Cherry Pie?,1983,90,NA,4.9,57,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,14.5,4.5,,0,0,1,0,0,0,0
Sweet and Low-Down,1944,76,NA,5.8,19,4.5,0,0,4.5,14.5,34.5,14.5,24.5,0,4.5,,0,0,0,0,0,0,0
Acto de Primavera,1963,94,NA,5.1,17,0,14.5,4.5,14.5,0,4.5,4.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Othello,1965,165,NA,7.4,153,0,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
"Trapp-Familie, Die",1956,106,NA,4.9,32,4.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,1,0
Great,1975,30,NA,8.4,34,0,0,4.5,0,0,0,14.5,0,4.5,74.5,,0,1,0,0,1,0,1
Ernest,2001,2,NA,3.2,7,24.5,0,0,24.5,0,14.5,14.5,0,0,14.5,,0,1,0,0,0,0,1
"Doodle Circus, The",1996,6,NA,6.7,16,0,0,14.5,0,34.5,4.5,14.5,14.5,14.5,0,,0,1,0,0,0,0,1
Sezonat na kanarchetata,1993,128,NA,6.4,31,4.5,0,0,0,0,14.5,4.5,4.5,24.5,44.5,,0,0,0,1,0,0,0
West Point of the Air,1935,89,NA,6.2,33,4.5,4.5,0,4.5,4.5,34.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Yoyes,2000,104,NA,6.1,52,0,0,0,4.5,24.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Castle in the Air,1952,89,NA,7.5,5,0,0,0,0,0,24.5,24.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
102 Dalmatians,2000,100,85000000,4.7,1987,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Canada Vignettes: Spence's Republic,1978,1,NA,7.8,8,0,0,14.5,0,0,0,14.5,45.5,0,24.5,,0,1,1,0,0,0,1
"Casa en las afueras, Una",1995,97,NA,7.1,34,4.5,4.5,14.5,4.5,4.5,4.5,14.5,34.5,4.5,0,,0,0,0,1,0,0,0
Germicide,1976,105,NA,5.5,6,0,14.5,14.5,14.5,14.5,0,0,0,14.5,14.5,,0,0,0,1,0,0,0
"Crocodile Hunter: Collision Course, The",2002,90,13000000,5.3,1648,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
Sitting Target,1972,93,NA,5.8,89,0,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Social Lion,1954,6,NA,7.2,8,0,0,0,0,0,14.5,34.5,34.5,0,14.5,,0,1,1,0,0,0,1
Three Hearts for Julia,1943,83,NA,6.5,7,0,0,0,0,14.5,24.5,24.5,14.5,14.5,0,,0,0,1,0,0,1,0
Passione d'amore,1981,117,NA,6.6,100,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Ombra nell'ombra, Un",1979,85,NA,5.2,10,0,0,0,34.5,0,0,34.5,14.5,0,34.5,,0,0,0,0,0,0,0
Fathers Are People,1951,7,NA,6.6,35,4.5,0,4.5,4.5,0,24.5,34.5,14.5,0,14.5,,0,1,1,0,0,0,1
Gutta,1988,4,NA,4.7,10,0,0,0,64.5,14.5,0,24.5,14.5,0,0,,0,0,0,0,0,0,1
Ucitel tance,1995,100,NA,7.1,31,4.5,0,4.5,0,0,14.5,24.5,24.5,14.5,4.5,,0,0,1,1,0,0,0
"Iron Major, The",1943,85,NA,6.2,37,0,0,4.5,14.5,14.5,24.5,24.5,14.5,0,4.5,,0,0,0,1,0,0,0
House II: The Second Story,1987,88,NA,4.5,819,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Wild River,1960,112,NA,7.5,403,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
Othello,1922,80,NA,7.4,42,4.5,4.5,0,4.5,4.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Wong Fei-hung,1991,95,NA,7.3,2550,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,1,0,0,1,0,0,0
Time Out,2004,19,45000,7,62,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,1
Oil for the Lamps of China,1935,97,NA,7.1,44,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Bach et bottine,1986,88,NA,5.8,110,4.5,4.5,0,4.5,14.5,34.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Lucky Star,1929,90,NA,8,34,0,0,0,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,1,0
Patul conjugal,1993,102,NA,6.2,50,4.5,0,0,4.5,4.5,4.5,0,14.5,14.5,45.5,,0,0,1,0,0,0,0
"Killing of Angel Street, The",1981,96,NA,6,11,0,0,4.5,4.5,14.5,14.5,0,44.5,0,0,,0,0,0,0,0,0,0
"Son-Daughter, The",1932,79,NA,5.7,19,4.5,0,14.5,4.5,34.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Off the Lip,2004,87,NA,3.8,34,24.5,0,14.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,R,0,0,1,0,0,0,0
Adolf Hitler - Wahlpropagandafilm,1938,8,NA,6.6,8,34.5,0,0,0,0,0,0,0,0,64.5,,0,0,0,0,0,0,1
"Olly, Olly, Oxen Free",1978,83,NA,5.2,41,14.5,0,4.5,4.5,24.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
Charly & Steffen,1979,83,NA,5.3,23,4.5,14.5,0,4.5,24.5,34.5,4.5,4.5,0,0,,0,0,0,1,0,0,0
Marijuana,1968,34,NA,5.4,15,24.5,4.5,0,0,4.5,24.5,4.5,4.5,0,24.5,,0,0,0,0,1,0,1
"Amaxaki, To",1957,106,NA,8.6,8,0,0,0,14.5,0,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
How the Grinch Stole Christmas,2000,104,123000000,5.7,12680,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG,0,0,1,1,0,0,0
Saskatchewan,2002,5,NA,8,5,0,0,0,0,0,0,0,64.5,44.5,0,,0,0,0,0,0,0,1
Circus Today,1940,9,NA,7,11,0,0,0,0,0,24.5,24.5,44.5,0,0,,0,1,1,0,0,0,1
"Big Gamble, The",1961,100,NA,5,25,0,4.5,4.5,24.5,14.5,34.5,4.5,4.5,4.5,4.5,,1,0,1,1,0,0,0
"Forward Pass, The",1929,78,NA,3.4,10,34.5,24.5,0,0,14.5,34.5,0,0,0,14.5,,0,0,0,1,0,1,0
Out of Reach,2004,88,20000000,3.7,399,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,1,0,1,0
These Thousand Hills,1959,96,NA,6,32,0,0,0,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"Couturier de ces dames, Le",1956,95,NA,5.2,21,4.5,0,14.5,4.5,0,14.5,34.5,4.5,4.5,0,,0,0,1,0,0,0,0
Under a Texas Moon,1930,82,NA,5.5,5,0,0,0,24.5,24.5,44.5,0,0,0,24.5,,0,0,1,0,0,1,0
Maya Lin: A Strong Clear Vision,1994,105,NA,7.1,94,4.5,0,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,1,0,0
Mayhem,1987,20,NA,3.2,9,14.5,34.5,14.5,0,14.5,24.5,0,14.5,0,0,,0,0,0,0,0,0,1
Al Capone,1959,104,NA,6.4,226,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
My Kingdom,2001,117,NA,6.1,149,4.5,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Bowery to Broadway,1944,94,NA,6.9,13,0,0,0,0,0,14.5,34.5,4.5,4.5,34.5,,0,0,1,0,0,0,0
"Dude Ranger, The",1934,65,NA,6.4,17,0,4.5,0,0,14.5,14.5,4.5,44.5,4.5,4.5,,0,0,0,0,0,0,0
Holiday for Sinners,1952,72,NA,6.4,21,4.5,0,0,4.5,4.5,24.5,24.5,24.5,0,4.5,,0,0,0,1,0,0,0
"Song Writers' Revue, The",1930,20,NA,7.2,9,14.5,0,0,0,0,24.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,1
Mooshak e Kaghazi,1997,90,NA,4.3,10,34.5,0,0,0,0,0,14.5,14.5,34.5,24.5,,0,0,0,1,0,0,0
"Love Trap, The",1929,71,NA,7,33,0,0,0,14.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Lee Jae-sueui nan,1999,100,NA,4.6,28,0,0,14.5,24.5,14.5,4.5,4.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
"Intrusa, A",1979,100,NA,6.3,35,24.5,4.5,0,4.5,0,4.5,24.5,24.5,4.5,0,,0,0,0,1,0,0,0
Leily Ba Man Ast,1996,95,NA,8.1,20,0,0,0,0,0,4.5,4.5,14.5,34.5,44.5,,0,0,0,0,0,0,0
Rencor,2002,106,NA,6.4,70,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Perfect Strangers,1945,93,NA,7.3,137,4.5,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
"Glimpse of the San Diego Exposition, A",1915,7,NA,4.9,5,0,0,0,24.5,64.5,0,24.5,0,0,0,,0,0,0,0,0,0,1
Space Rage,1985,77,NA,2.5,54,44.5,14.5,4.5,4.5,4.5,0,4.5,0,0,4.5,,0,0,0,0,0,0,0
Angel of Destruction,1994,86,NA,3.8,45,14.5,14.5,14.5,14.5,4.5,14.5,4.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
Derniers feux,2004,8,50000,9.7,6,0,0,0,0,0,0,0,0,34.5,64.5,,0,0,0,1,0,0,1
Crime Zone,1988,92,NA,4.1,45,14.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,0,4.5,,1,0,0,0,0,0,0
Ei,1987,58,NA,5.8,26,0,0,0,4.5,14.5,24.5,44.5,14.5,4.5,0,,0,0,0,0,0,0,0
Angel on the Amazon,1948,60,NA,5.4,9,14.5,0,0,24.5,14.5,14.5,24.5,14.5,0,14.5,,0,0,0,0,0,0,0
Pandaemonium,2000,124,15000000,6.2,244,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,PG-13,0,0,0,1,0,0,0
Signing Off,1996,15,NA,7.4,40,0,0,0,4.5,4.5,14.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,1
Everyday Something,2001,14,NA,6,15,0,0,0,0,4.5,45.5,4.5,14.5,4.5,14.5,,0,0,0,0,0,0,1
Last Chance Love,1997,95,NA,5.9,5,24.5,0,44.5,0,0,24.5,0,0,24.5,0,,0,0,0,1,0,1,0
Rescued by Rover,1905,7,NA,6.8,90,4.5,0,4.5,4.5,4.5,24.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,1
Getting Wasted,1980,98,NA,4.2,19,24.5,14.5,0,4.5,4.5,14.5,14.5,4.5,0,14.5,,0,0,1,0,0,0,0
Goofy Groceries,1941,8,NA,6.1,9,0,0,0,0,14.5,45.5,34.5,0,0,0,,0,1,1,0,0,0,1
Picnic,1996,72,NA,7.6,119,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG,0,0,0,0,0,0,0
"Mad Ghoul, The",1943,65,NA,5.2,39,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Ghost Hunters: Point of Contact,2003,54,NA,5.9,7,14.5,0,0,14.5,0,0,45.5,14.5,0,0,,0,0,0,0,0,0,0
Psycho,1960,108,806947,8.6,53962,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,0,0,0,0
Radioland Murders,1994,112,NA,5.5,803,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
